attempt,vertices,edges,connectivity,representation,generation_time_ms,fleury_time_ms,path_length,eulerian_type,algorithm
4,100000,250000,CONNECTED,Adjacency List,85,3622978,2,SEMI_EULERIAN,Naive Global
5,100000,250000,CONNECTED,Adjacency List,193,3646000,2,SEMI_EULERIAN,Naive Global
6,100000,250000,CONNECTED,Adjacency List,311,3695636,2,SEMI_EULERIAN,Naive Global
10,100000,250000,CONNECTED,Adjacency List,236,3636281,2,SEMI_EULERIAN,Naive Global
1,100000,250000,EULERIAN,Forward Star,211,3603091,2,EULERIAN,Naive Global
7,100000,250000,CONNECTED,Adjacency List,106,3699192,2,SEMI_EULERIAN,Naive Global
8,100000,250000,CONNECTED,Adjacency List,234,3679960,2,SEMI_EULERIAN,Naive Global
2,100000,250000,EULERIAN,Forward Star,167,3611901,2,EULERIAN,Naive Global
9,100000,250000,CONNECTED,Adjacency List,211,3697670,2,SEMI_EULERIAN,Naive Global
3,100000,250000,EULERIAN,Forward Star,200,3627986,2,EULERIAN,Naive Global
4,100000,250000,EULERIAN,Forward Star,151,3607600,2,EULERIAN,Naive Global
5,100000,250000,EULERIAN,Forward Star,117,3606789,2,EULERIAN,Naive Global
6,100000,250000,EULERIAN,Forward Star,202,3615192,2,EULERIAN,Naive Global
7,100000,250000,EULERIAN,Forward Star,262,3615988,3,EULERIAN,Naive Global
9,100000,250000,EULERIAN,Forward Star,158,3612445,2,EULERIAN,Naive Global
8,100000,250000,EULERIAN,Forward Star,141,3627569,2,EULERIAN,Naive Global
10,100000,250000,EULERIAN,Forward Star,181,3637554,3,EULERIAN,Naive Global
1,100000,250002,SEMI_EULERIAN,Forward Star,115,3632052,3,SEMI_EULERIAN,Naive Global
2,100000,250002,SEMI_EULERIAN,Forward Star,78,3627427,3,SEMI_EULERIAN,Naive Global
3,100000,250002,SEMI_EULERIAN,Forward Star,222,3623909,2,SEMI_EULERIAN,Naive Global
4,100000,250002,SEMI_EULERIAN,Forward Star,136,3619186,2,SEMI_EULERIAN,Naive Global
6,100000,250002,SEMI_EULERIAN,Forward Star,106,3606357,2,SEMI_EULERIAN,Naive Global
7,100000,250002,SEMI_EULERIAN,Forward Star,106,3608232,2,SEMI_EULERIAN,Naive Global
8,100000,250002,SEMI_EULERIAN,Forward Star,173,3604610,2,SEMI_EULERIAN,Naive Global
5,100000,250002,SEMI_EULERIAN,Forward Star,183,3634816,3,SEMI_EULERIAN,Naive Global
9,100000,250002,SEMI_EULERIAN,Forward Star,209,3622813,2,SEMI_EULERIAN,Naive Global
1,100000,250000,CONNECTED,Forward Star,198,3603378,2,SEMI_EULERIAN,Naive Global
2,100000,250000,CONNECTED,Forward Star,194,3613039,2,SEMI_EULERIAN,Naive Global
3,100000,250000,CONNECTED,Forward Star,123,3612919,2,SEMI_EULERIAN,Naive Global
10,100000,250002,SEMI_EULERIAN,Forward Star,71,3637939,6,SEMI_EULERIAN,Naive Global
4,100000,250000,CONNECTED,Forward Star,205,3622707,2,SEMI_EULERIAN,Naive Global
5,100000,250000,CONNECTED,Forward Star,133,3604949,2,SEMI_EULERIAN,Naive Global
6,100000,250000,CONNECTED,Forward Star,77,3602194,2,SEMI_EULERIAN,Naive Global
7,100000,250000,CONNECTED,Forward Star,209,3604002,2,SEMI_EULERIAN,Naive Global
8,100000,250000,CONNECTED,Forward Star,66,3601534,2,SEMI_EULERIAN,Naive Global
9,100000,250000,CONNECTED,Forward Star,146,3602792,2,SEMI_EULERIAN,Naive Global
10,100000,250000,CONNECTED,Forward Star,101,3601149,2,SEMI_EULERIAN,Naive Global
